Propietario,direccion,TextoReclamo,ValorReclamo,idParcela,Valuacion_Danios,Validado
Godofredo Leal Canals,"Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de nuestro cliente, el Sr. Godofredo Leal Canals, dueño de un terreno situado en Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. A través de esta carta, nos complace presentar una reclamación en su nombre por los perjuicios ocasionados en su propiedad debido a un incendio forestal.

El inmueble en cuestión es de carácter urbano y, de acuerdo a nuestros registros, no posee construcciones (EDIFICADO NoPH). Se ubica en la localidad de Villa Icho Cruz, perteneciente al departamento de Punilla. Desafortunadamente, el seguro contratado por nuestro cliente no cubre la totalidad de los daños provocados por el siniestro, lo que ha generado una situación de vulnerabilidad económica para el Sr. Leal Canals.

Por lo expuesto, solicitamos a SierraVolt Energética Limitada que analice la situación y proceda al pago de una indemnización por un monto de $14.198.080 pesos argentinos, que corresponde al valor estimado de los daños sufridos en la propiedad de nuestro cliente.

Desde ya, agradecemos su atención a este asunto y aguardamos su pronta respuesta. Por favor, no duden en comunicarse con nosotros si necesitan información adicional o si desean conversar sobre los detalles de la reclamación.

Cordialmente,


Abogado
Estudio Jurídico 
Córdoba, Argentina",14198080.18,1204182-SAN ROQUE,,
Lorenzo Gil Caballero Caparrós,"Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los distinguidos representantes de SierraV Segura,

Soy Lorenzo Gil Caballero Caparrós, dueño de un terreno en Villa del Lago, Departamento Punilla, Córdoba. Me veo en la necesidad de dirigirme a ustedes con una preocupación considerable debido a los perjuicios que ha sufrido mi propiedad a raíz de un reciente incendio forestal.

El terreno al que hago referencia es de carácter urbano y, a pesar de no tener edificaciones, los estragos causados por el fuego han mermado de manera significativa su valor en el mercado inmobiliario. La ubicación exacta de la propiedad es Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Teniendo en cuenta que mi contrato de seguro con SierraV Segura ampara este tipo de incidentes, deseo presentar una reclamación por la suma de $3.313.855, que corresponde al valor estimado de los daños padecidos en mi propiedad.

Desde ya, agradezco su atención y cooperación en este asunto. Aguardo su respuesta pronta y las instrucciones pertinentes para proceder con el trámite de reclamación.

Con respeto,

Lorenzo Gil Caballero Caparrós.",3313855.52,1193216-SANTIAGO,,
Natanael Guillén," Pehuenches, Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Para los Estimados de SierraV Segura,

Me presento, soy Natanael Guillén, dueño de un terreno urbano en Villa Icho Cruz, ubicado en Pehuenches, Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con una enorme preocupación y pesar en mi alma.

Recientemente, un feroz incendio forestal consumió gran parte de mi propiedad. Si bien, por suerte, no se perdieron vidas humanas, el perjuicio a mi propiedad ha sido muy importante. El terreno, que se encontraba edificado, ha padecido daños considerables, interrumpiendo todas las actividades que acostumbrábamos a realizar en ese lugar.

El monto de la reclamación que estoy presentando es de $17.538.555. Esta cifra simboliza el costo de los perjuicios padecidos y la interrupción de las actividades que se efectuaban en la propiedad. Espero que entiendan la seriedad del asunto y la urgencia de una solución rápida.

Desde ya, agradezco su atención en este tema y confío en que podamos solucionarlo de forma eficaz y justa. Por favor, no duden en comunicarse conmigo si requieren más información o detalles acerca del suceso.

Cordialmente,

Natanael Guillén.",17538555.72,1204301-SAN ROQUE,,
Ignacio Villa Blanca," Los Romerillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Para los Estimados de Volterra Seguros,

Me presento, soy Ignacio Villa Blanca, dueño de un terreno en Los Romerillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. Me dirijo a ustedes para ponerlos al tanto de un desastre acontecido en mi propiedad y requerir una indemnización.

Hace pocos días, un voraz incendio forestal consumió gran parte de la vegetación de mi terreno. Como es de su conocimiento, mi parcela es de carácter urbano y no posee edificaciones, pero la pérdida de la vegetación ha sido considerable y repercute en el valor de mi propiedad. La localidad de Villa Icho Cruz, en la que se ubica mi terreno, también se ha visto afectada por este siniestro.

Teniendo en cuenta que mi póliza de seguro ampara este tipo de eventos, quisiera solicitar una indemnización por el importe de $114.121.641, que corresponde al valor estimado de la pérdida padecida.

Desde ya, agradezco su atención en este tema y aguardo ansiosamente su pronta respuesta.

Cordialmente,

Ignacio Villa Blanca.",114121641.74,2117978-SANTIAGO,,
,,"Para los Estimados de Volterra Seguros,

Me dirijo a ustedes como Dorita del Torre, dueña de un terreno ubicado en la zona rural del Departamento Punilla, específicamente en la Pedanía San Roque, Municipio de Villa Carlos Paz, Córdoba, X5166, Argentina. Les escribo para poner en su conocimiento un desafortunado evento que tuvo lugar en mi propiedad.

Días atrás, un incendio forestal afectó mi terreno y, a raíz de ello, debí ser hospitalizada por las complicaciones surgidas al tratar de controlar el fuego. Me encuentro en una situación difícil y requiero presentar un reclamo por los gastos que enfrenté durante mi hospitalización.

El monto que solicito es de $136.201.052. Mi terreno es de carácter rural y, si bien no posee edificaciones, los perjuicios ocasionados por el incendio han sido considerables. Asimismo, deseo aclarar que no existen registros de construcciones en mi propiedad.

Espero que puedan atender mi reclamo con prontitud y proporcionarme el respaldo necesario en estos momentos complicados. Aguardo su respuesta a la brevedad.

Atentamente,

Dorita del Torre.",136201052.05,1134300-SANTIAGO,,
Vera de Gracia," Río Limay, Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","A los señores de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes en nombre de nuestra representada, la Sra. Vera de Gracia, dueña de un predio situado en Río Limay, Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

La Sra. de Gracia posee un terreno de carácter rural que, desafortunadamente, ha padecido daños considerables a causa de un incendio forestal reciente. Es importante mencionar que el predio en cuestión se hallaba en condición de baldío, sin edificaciones registradas en él.

Debido a los perjuicios ocasionados, la Sra. de Gracia necesita presentar un reclamo por el monto de $1.138.999.125. Esta cifra representa el valor estimado de los daños provocados por el siniestro, incluyendo la pérdida de flora, el deterioro del suelo y otros perjuicios relacionados.

Solicitamos que se efectúe una valoración de los daños y se avance con el pago de la compensación pertinente lo más pronto posible. La Sra. de Gracia confía en que SierraVolt Energética Limitada responderá de forma justa y adecuada en este tema.

Desde ya, agradecemos su atención a este asunto y nos encontramos a su disposición para brindarles cualquier información adicional que necesiten.

Cordialmente,

Lic. Juan Pérez
Estudio Jurídico Pérez y Asociados",1138999125.22,1134694-SANTIAGO,,
,,"Para los Estimados de Volterra Seguros,

Me presento, soy José Antonio Samu Marín Roselló, dueño de un terreno ubicado en Villa Carlos Paz, Departamento Punilla, Córdoba. Me pongo en contacto con ustedes con el objetivo de realizar un reclamo por los perjuicios ocasionados en mi propiedad a raíz de un incendio forestal reciente.

El terreno afectado está situado en la dirección Perú, El Canal, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Es un terreno urbano, sin construcciones registradas bajo el código EDIFICADO NoPH.

Desafortunadamente, el incendio ha provocado daños significativos en mi propiedad y requiero solicitar ayuda para afrontar los costos de reparación y limpieza. El monto que estoy reclamando asciende a $27.341.675.

Desde ya, agradezco su atención y espero contar con su apoyo en estos momentos difíciles.

Atentamente,

José Antonio Samu Marín Roselló.",27341675.93,1186407-SANTIAGO,,
,,"Apreciados miembros de Aseguradora del Norte,

Me presento, soy Ester Acuña Marti, dueña de un terreno situado en Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Me comunico con ustedes para realizar una reclamación por los perjuicios ocasionados en mi propiedad a raíz de un incendio forestal reciente.

El predio en cuestión es de carácter urbano y se ubica en la localidad de Villa Carlos Paz, perteneciente al departamento de Punilla. Es importante mencionar que no existen construcciones en el terreno, tratándose de un baldío. Desafortunadamente, el incendio ha provocado la destrucción de gran parte de la flora presente en mi propiedad, lo que ha generado un impacto negativo en su valor y en el entorno ecológico local.

Considerando la situación expuesta, solicito a Aseguradora del Norte que analice mi reclamo y proceda con la indemnización correspondiente por el importe de $38.923.277, que es el valor estimado de los perjuicios causados por la pérdida de la vegetación en mi terreno.

Desde ya, agradezco su atención y cooperación en este tema. Aguardo su pronta respuesta y las instrucciones necesarias para llevar adelante el proceso de reclamación.

Cordialmente,

Ester Acuña Marti
Dueña",38923277.7,2448911-SAN ROQUE,,
Antonia Rueda Ledesma," Ruta Nacional 38 - Monseñor Angelelli, Comuna de Estancia Vieja, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados miembros de SierraV Segura,

Me presento, soy Antonia Rueda Ledesma, dueña de un terreno urbano situado en Ruta Nacional 38 - Monseñor Angelelli, Comuna de Estancia Vieja, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con profunda preocupación y angustia a raíz de los perjuicios ocasionados en mi propiedad por un incendio forestal reciente en la localidad de Villa del Lago (Estancia Vieja).

El terreno mencionado es baldío, sin edificaciones registradas, y se ubica en el departamento de Punilla. Esta situación me ha generado un inmenso estrés y ansiedad, puesto que he dedicado mucho tiempo y esfuerzo en preservar y cuidar mi propiedad. La magnitud del incendio ha sido tal que ha dejado mi terreno en un estado deplorable, afectando no solo su valor, sino también mi bienestar emocional.

Por ende, me encuentro en la necesidad de presentar un reclamo ante SierraV Segura para solicitar una indemnización por los daños padecidos en mi propiedad. El monto que reclamo asciende a $1.018.034 pesos argentinos, que estimo necesario para llevar a cabo las acciones de limpieza, restauración y recuperación del terreno afectado.

Les agradezco de antemano su atención y comprensión en este difícil momento. Espero su pronta respuesta y resolución favorable a mi reclamo.

Cordialmente,

Antonia Rueda Ledesma.",1018034.2,1189404-SAN ROQUE,,
Alfredo Artigas Galván," Guayama, Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los distinguidos representantes de SierraV Segura,

Soy Alfredo Artigas Galván, dueño de un lote urbano situado en Guayama, Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con una preocupación considerable debido a los perjuicios que ha sufrido mi propiedad a raíz de un reciente incendio forestal.

Desafortunadamente, la situación ha provocado una erosión severa en el terreno, lo que ha impactado de manera significativa su valor y condiciones. Es importante señalar que mi parcela no tiene construcciones, por lo que los daños se centran principalmente en el suelo y la vegetación.

Considerando que mi propiedad está ubicada en la localidad de Cuesta Blanca, dentro del departamento de Punilla, creo que mi póliza de seguro con SierraV Segura debería cubrir los costos asociados con la recuperación y reparación de los daños causados por este desastre natural.

Por ende, solicito de manera formal el comienzo del proceso de reclamación por un monto de $60.691.489, que es el valor estimado necesario para realizar las acciones de restauración y mitigación de los efectos del incendio en mi terreno.

Agradezco de antemano su atención y cooperación en este asunto, y espero su respuesta pronta para avanzar en la solución de este problema.

Cordialmente,

Alfredo Artigas Galván.",60691489.28,1136515-SAN ROQUE,,
Rodrigo Guerra Milla," Alameda José Crosetto, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los distinguidos representantes de SierraV Segura,

Me presento, soy Rodrigo Guerra Milla, dueño de un terreno urbano situado en Alameda José Crosetto, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con mucha preocupación a raíz de los perjuicios ocasionados en mi propiedad por un reciente incendio forestal en la zona de Cuesta Blanca.

Desafortunadamente, mi parcela ha sido perjudicada por la acumulación de hollín y cenizas, lo que ha generado daños significativos en la superficie y en la calidad del suelo. Aunque no hay construcciones en el terreno, la situación actual entorpece cualquier proyecto futuro que quisiera desarrollar en el lugar.

Por ende, me encuentro en la obligación de presentar un reclamo ante su aseguradora, SierraV Segura, por un valor de $6.499.975 pesos argentinos, suma que estimo necesaria para efectuar las tareas de limpieza y restauración del terreno.

Les agradezco de antemano su atención y comprensión en estos momentos difíciles. Aguardo su pronta respuesta y las instrucciones para seguir con el trámite del reclamo.

Cordialmente,

Rodrigo Guerra Milla.",6499975.69,1135545-SAN ROQUE,,
Petrona Duque Mendez,"Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de la Sra. Petrona Duque Mendez, dueña de un terreno situado en Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Nos complace comunicarles que nuestra representada desea presentar una reclamación por los daños ocasionados en su propiedad debido a un incendio forestal.

El inmueble en cuestión es de carácter urbano y, de acuerdo a nuestros registros, no posee construcciones (EDIFICADO NoPH). La Sra. Duque Mendez ha experimentado pérdidas considerables en la infraestructura de su terreno, incluida la destrucción de cercos, árboles y vegetación, además de daños en el sistema de riego y otros componentes fundamentales para el cuidado y uso apropiado de la propiedad.

Teniendo en cuenta la magnitud de los daños y el efecto negativo en el valor del inmueble, nuestra representada exige una compensación económica por un total de $152.995.332 pesos argentinos. Esta suma se ha estimado considerando los gastos de reparación y reemplazo de los elementos afectados, así como la disminución de valor en el mercado inmobiliario.

Pedimos a SierraVolt Energética Limitada que examine esta reclamación y nos comunique los pasos a seguir para alcanzar una solución justa y conveniente en este caso. Agradecemos de antemano su atención y cooperación en este asunto y esperamos su respuesta a la brevedad.

Cordialmente,


Abogado
Estudio Jurídico
Córdoba, Argentina",152995332.79,2449032-SAN ROQUE,,
Bernarda Diego Atienza,"Comuna de Cuesta Blanca, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los distinguidos representantes de SierraV Segura,

Soy Bernarda Diego Atienza, dueña de un terreno urbano en la Comuna de Cuesta Blanca, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Me encuentro escribiéndoles con una profunda preocupación y desconsuelo a causa de los perjuicios sufridos en mi propiedad a raíz de un reciente incendio forestal.

Desafortunadamente, el fuego ha dejado un rastro de destrucción en mi terreno, dejándolo en un estado lamentable. Aunque no había edificaciones en el sitio, la flora y el suelo han sido severamente dañados, lo que me impide gozar de mi propiedad y me provoca un enorme estrés emocional.

Por ende, me veo obligada a presentar una queja ante su aseguradora, SierraV Segura, para pedir una compensación por los daños sufridos. El importe que solicito asciende a $44.056.115, que considero esencial para realizar las tareas de limpieza, restauración y reforestación del terreno.

Les agradezco de antemano su atención y comprensión en este momento tan complicado. Espero su pronta respuesta y las instrucciones necesarias para proceder con el proceso de reclamación.

Cordialmente,

Bernarda Diego Atienza
Dueña en Cuesta Blanca, Departamento Punilla, Córdoba.",44056115.67,1136198-SAN ROQUE,,
Cesar Martin Arcos Lago," Los Moradillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Para los Estimados de Volterra Seguros,

Me presento, soy Cesar Martin Arcos Lago, dueño de un lote en Villa Icho Cruz, más precisamente en Los Moradillos, Departamento Punilla, Córdoba. Es un lote urbano, sin construcciones, pero eso no le resta valor.

Recientemente, un incendio forestal devastó gran parte de la vegetación de mi lote. No hay palabras para expresar la tristeza que siento al ver mi propiedad en tal estado. Pero más allá de la tristeza, esto supone una pérdida económica significativa para mí.

Estoy convencido de que comprenden la seriedad de la situación y la necesidad de una compensación justa. Por lo tanto, me encuentro en la obligación de presentar una reclamación por el valor de $16.815.037.

Desde ya agradezco su atención a este asunto y confío en que podremos resolverlo de la mejor manera posible.

Cordialmente,

Cesar Martin Arcos Lago.",16815037.82,1204144-SAN ROQUE,,
Casandra de Valbuena," Guayama, Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","A los representantes de SierraVolt Energética Limitada,

Nos dirigimos a ustedes como representantes legales de la Sra. Casandra de Valbuena, dueña de un terreno situado en Guayama, Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Nos ponemos en contacto con ustedes para presentar una reclamación por daños y perjuicios ocasionados a raíz de un incendio forestal en la zona.

La parcela en cuestión es de tipo urbano y se encuentra en la localidad de Cuesta Blanca, dentro del departamento de Punilla. Es importante mencionar que el terreno es baldío, es decir, no cuenta con construcciones registradas en el mismo. La Sra. de Valbuena ha sufrido pérdidas significativas debido a este siniestro, lo cual ha afectado su capacidad para llevar a cabo sus actividades comerciales y generar ingresos.

Por lo expuesto, solicitamos a SierraVolt Energética Limitada el pago de una indemnización por un monto de $23.044.026 pesos argentinos, en concepto de resarcimiento por las pérdidas sufridas por nuestra representada. Esta cifra ha sido calculada teniendo en cuenta el valor del terreno, los costos asociados a la limpieza y recuperación del mismo, así como la pérdida de ingresos derivada de la imposibilidad de desarrollar actividades comerciales en el lugar.

Agradecemos su atención a este asunto y quedamos a la espera de su pronta respuesta. De no recibir una contestación favorable en un plazo razonable, nos veremos en la obligación de iniciar las acciones legales correspondientes para salvaguardar los derechos e intereses de nuestra representada.

Sin otro particular, nos despedimos cordialmente.

Lic.

Abogado representante de la Sra. Casandra de Valbuena.",23044026.15,1136533-SANTIAGO,,
Erasmo Martinez Piña,"Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Para los Estimados de SierraV Segura,

Me presento, soy Erasmo Martínez Piña, dueño de un terreno ubicado en la Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con una enorme preocupación y pesar en mi alma.

Recientemente, un feroz incendio forestal arruinó gran parte de mi propiedad. La intensidad del fuego no solo acabó con la vegetación, sino que también perjudicó gravemente la madera de los árboles que tanto aprecio. Dichos árboles no solo eran un componente fundamental de mi terreno, sino que también representaban un valor económico considerable.

Mi propiedad es de carácter urbano y, por suerte, no había construcciones en ella. No obstante, la pérdida de los árboles y la madera es un duro golpe para mí. He estimado el valor de la madera afectada y asciende a $27.642.055.

Espero que SierraV Segura pueda colaborar en la recuperación de al menos una parte de esta pérdida. Tengo fe en que su empresa, reconocida por su compromiso con los clientes, tratará mi reclamo con la máxima seriedad y eficacia.

Les agradezco de antemano su atención en este tema y aguardo su respuesta a la brevedad.

Cordialmente,

Erasmo Martínez Piña",27642055.83,1204505-SANTIAGO,,
Nando del Palomares,"Comuna de Cuesta Blanca, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los apreciados representantes de SierraV Segura,

Me presento, soy Nando del Palomares, dueño de un terreno urbano en la Comuna de Cuesta Blanca, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con mucha preocupación y pesar a causa de los perjuicios ocasionados en mi propiedad por un reciente incendio forestal.

Desafortunadamente, el fuego dañó seriamente mi terreno y, si bien no había edificaciones en él, los costos que enfrenté por hospitalización debido a las quemaduras padecidas al intentar proteger mi propiedad resultaron considerables. Por ende, me veo obligado a pedir una indemnización por la suma de $26.776.575 pesos argentinos, que incluya los gastos médicos y la restauración del terreno.

Confío en que puedan entender la complicada situación en la que me hallo y que me puedan proporcionar el respaldo necesario para salir adelante en estos momentos difíciles. Les agradezco de antemano su atención y aguardo con ansias su pronta respuesta.

Cordialmente,

Nando del Palomares
Dueño en Cuesta Blanca, Departamento Punilla, Córdoba",26776575.78,1135744-SAN ROQUE,,
,,"Para los distinguidos representantes de Aseguradora del Norte,

Me presento, soy Raúl Tejada Cuéllar, dueño de un terreno situado en Gounoud, La Quinta 3°, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Me comunico con ustedes con el propósito de elevar una queja por los perjuicios padecidos en mi propiedad a raíz de un incendio forestal reciente.

El lote en cuestión es de carácter urbano y, si bien no posee construcciones, ha sido impactado de manera considerable por el humo y las cenizas del siniestro. La localidad de Villa Carlos Paz, en el departamento de Punilla, ha sido testigo de este desafortunado acontecimiento que ha generado daños en la región.

Debido a que mi póliza de seguro con Aseguradora del Norte ampara este tipo de sucesos, requiero la compensación adecuada por los perjuicios causados en mi propiedad. El importe reclamado asciende a $50.230.358 pesos argentinos, suma que estimo necesaria para efectuar las tareas de limpieza, restauración y recuperación del predio.

Les agradezco de antemano su atención y cooperación en este tema. Aguardo su pronta respuesta y las instrucciones pertinentes para llevar adelante el trámite de reclamo.

Cordialmente,

Raúl Tejada Cuéllar
Dueño",50230358.41,1172688-SAN ROQUE,,
Manolo Ortuño Guardia," Los Moradillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos dirigimos a ustedes como representantes legales de nuestro cliente, el Sr. Manolo Ortuño Guardia, dueño de un terreno situado en Los Moradillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina.

Estamos en contacto con ustedes para presentar una reclamación por daños y perjuicios causados a la propiedad de nuestro cliente a raíz de un incendio forestal reciente. La parcela en cuestión es de tipo urbano y, de acuerdo a nuestros registros, no posee edificaciones (EDIFICADO NoPH). La localidad afectada es Villa Icho Cruz, perteneciente al departamento de Punilla.

A causa de la magnitud del incendio y la destrucción provocada en la zona, nuestro cliente ha experimentado una pérdida considerable en su negocio, lo que ha generado un impacto económico negativo. Por ende, en representación del Sr. Ortuño Guardia, solicitamos una indemnización por un monto de $56.085.290 pesos argentinos, que estimamos apropiado para compensar las pérdidas sufridas.

Agradecemos de antemano su atención a este asunto y aguardamos su respuesta para avanzar en la resolución de esta situación. Si necesitan información adicional o documentación para evaluar la reclamación, por favor no duden en comunicarse con nosotros.

Cordialmente,


Abogado
Estudio Jurídico
Córdoba, Argentina",56085290.64,1202023-SANTIAGO,,
Teófilo Adadia," Rio Yuspe, Comuna de Villa Parque Siquiman, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados miembros de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de nuestro cliente, el Sr. Teófilo Adadia, dueño de un terreno situado en Rio Yuspe, Comuna de Villa Parque Siquiman, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. La parcela en cuestión es de carácter urbano y se halla en la localidad de Villa Parque Siquiman, perteneciente al departamento de Punilla.

Mediante la presente, nos es grato comunicarles que nuestro cliente ha experimentado daños considerables en su propiedad a causa de un incendio forestal reciente. A consecuencia de este desastre, se han generado interrupciones en los servicios públicos y otros servicios fundamentales para el adecuado funcionamiento de la propiedad. Es importante señalar que, de acuerdo a nuestros registros, no existen construcciones en el terreno mencionado.

En base a lo expuesto, y conforme a las pólizas de seguro en vigor, nuestro cliente requiere una indemnización por los perjuicios padecidos en su propiedad, cuyo importe asciende a la cantidad de $2.730.066 pesos argentinos (ARS 2.730.066).

Agradecemos su rápida atención a este reclamo y aguardamos su respuesta para avanzar en la solución de este asunto. Por favor, no duden en contactarnos si necesitan información adicional o si desean conversar sobre los detalles del reclamo.

Cordialmente,



Representante legal del Sr. Teófilo Adadia.",2730066.3,1197169-SANTIAGO,,
Juan Pablo Sala Santana," Avenida Concordia, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Para los distinguidos representantes de SierraV Segura,

Me presento, soy Juan Pablo Sala Santana, dueño de un predio situado en Avenida Concordia, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con mucha preocupación a raíz de los perjuicios ocasionados en mi propiedad por un reciente incendio forestal.

El predio mencionado es de carácter urbano y, si bien no tiene construcciones, cuenta con numerosos árboles y madera que se vieron seriamente dañados por las llamas. La localidad de Villa Icho Cruz, donde se halla mi propiedad, ha sido una de las áreas más golpeadas por este desastre natural.

Considerando que mi póliza de seguro con SierraV Segura ampara este tipo de eventos, quisiera pedir una compensación por los daños sufridos en mi predio. El importe estimado de los perjuicios alcanza los $429.323.714.

Desde ya, agradezco su atención y cooperación en este tema. Aguardo su respuesta a la brevedad y las instrucciones pertinentes para efectuar el reclamo correspondiente.

Atentamente,

Juan Pablo Sala Santana.",429323714.0,1204158-SANTIAGO,,
Faustino Izaguirre," Guayama, Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los Estimados de SierraV Segura,

Me presento, soy Faustino Izaguirre, dueño de un terreno urbano situado en Cuesta Blanca, en el departamento de Punilla, más precisamente en Guayama, Comuna de Tala Huasi, Pedanía San Roque, Córdoba, X5166, Argentina.

Les escribo con un sentimiento de desesperación y angustia. Hace poco, un incendio forestal de gran envergadura arrasó la zona, provocando daños irreparables en mi propiedad. Si bien mi terreno no cuenta con edificaciones, el valor del suelo y su potencial se han visto seriamente perjudicados.

Sumado a la pérdida de valor de mi propiedad, tuve que evacuar de forma urgente debido a la cercanía del fuego. Los costos vinculados a esta evacuación resultaron significativos, abarcando alojamiento temporal, transporte y otros gastos no previstos.

Por ende, me encuentro en la necesidad de presentar un reclamo por el valor de $19.530.229. Dicha cifra incluye tanto el valor de la propiedad como los costos relacionados con la evacuación.

Espero que puedan comprender la gravedad de la situación y la urgencia de una pronta resolución. Les agradezco de antemano su atención y confío en contar con su respaldo en estos momentos difíciles.

Cordialmente,

Faustino Izaguirre.",19530229.28,1136519-SAN ROQUE,,
Ainara Peralta Ferreras," Pasaje Uruguay, Villa Suiza, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los distinguidos representantes de SierraV Segura,

Me presento, soy Ainara Peralta Ferreras, dueña de un terreno urbano situado en Pasaje Uruguay, Villa Suiza, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con mucha preocupación y pesar a raíz de los eventos recientes que han perjudicado mi propiedad.

Como seguramente estarán al tanto, nuestra zona ha sufrido incendios forestales de gran envergadura. Dichos incendios han provocado daños considerables en mi propiedad, interrumpiendo los servicios públicos y otros esenciales para el día a día. La ausencia de agua y electricidad ha ocasionado que mi terreno, que no posee construcciones, se vuelva prácticamente inutilizable.

El monto de mi reclamo asciende a $7.820.100, una suma que estimo justa y necesaria para poder restablecer los servicios y retomar la normalidad en mi propiedad. Comprendo que estos son momentos complicados para todos, pero confío en que SierraV Segura honrará su compromiso de resguardar a sus asegurados.

Desde ya, agradezco su atención en este tema y espero que podamos solucionarlo de forma satisfactoria. Por favor, no duden en contactarme si requieren más información o detalles acerca de mi reclamo.

Cordialmente,

Ainara Peralta Ferreras.",7820100.35,1163212-SANTIAGO,,
